PlayerName,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Pace,DEff,DvP,L2FGA,L5FGA,SFGA,L2Min,L5Min,SMin,L5FP,SFP,Floor,Ceil,ProjMin,ProjFP,ProjVal,Min,FP,Value
Zach Randolph,17,None,PF/C,7100,SAC,PHO,1,108,25,21,105,110,14,17,17,13,34,33,26,45.1,29,16,42,28.5,31.8,4.5,27.6,34.8,4.9
T.J. Warren,15,None,SF/PF,6900,PHO,@SAC,2,104,23,18,97,109,-2,18,17,16,38,34,32,31.3,31.3,18.9,43.7,36.5,36.9,5.3,38.5,27.8,4
Gary Harris,6,None,SG,6700,DEN,@DET,1,102,19,16,98,105,-11,15,16,13,34,37,34,31.3,28.3,21.6,35,36,29.4,4.4,30.9,36.5,5.4
Brandon Ingram,7,None,SG/SF,6700,LAL,@NYK,2,105,22,13,99,105,4,19,18,14,37,37,34,36.1,30.3,19.8,40.7,35.5,30.8,4.6,41.4,22.8,3.4
Lonzo Ball,17,None,PG,6600,LAL,@NYK,2,105,19,10,99,105,7,8,8,11,32,33,33,29.8,32.2,18,46.5,33.5,32,4.8,39.5,43,6.5
Tobias Harris,7,None,SF/PF,6600,DET,DEN,1,109,21,19,100,108,-4,14,14,15,35,37,34,31.3,31.3,22.3,40.3,34,33.1,5,29.6,13.5,2
Jeff Teague,9,None,PG,6500,MIN,PHI,1,110,21,15,104,105,5,12,9,11,37,35,35,26.4,32.6,21.8,43.5,34.5,31.5,4.8,37.8,23.8,3.7
Enes Kanter,10,None,PF/C,6400,NYK,LAL,1,107,20,24,105,103,2,10,10,10,23,25,26,27.4,30.4,20.6,40.1,27,32.5,5.1,26.7,28.8,4.5
Harrison Barnes,5,None,SF/PF,6300,DAL,SAS,1,97,23,16,96,101,-3,16,15,15,35,34,35,31.5,32.4,25,39.7,35.5,30.6,4.9,34.6,30.5,4.8
Spencer Dinwiddie,14,None,PG/SG,6100,BKN,WAS,2,105,22,18,99,105,-5,11,11,10,26,29,26,32,28.6,17.6,39.6,31,32.7,5.4,32.3,43,7
Andrew Wiggins,12,None,SF/PF,6000,MIN,PHI,1,110,22,14,104,105,4,14,15,16,36,37,37,22,29.5,21.1,38,36.5,29.6,4.9,40,37.8,6.3
Taj Gibson,9,None,PF/C,6000,MIN,PHI,1,110,14,15,104,105,-1,7,8,8,35,37,34,28.1,27.3,18.1,36.6,36,28.3,4.7,39.7,32.5,5.4
Reggie Jackson,10,None,PG,5900,DET,DEN,1,109,27,19,100,108,3,15,15,13,30,30,28,27.3,29.1,21.5,36.6,28.5,28.9,4.9,24.6,21.5,3.6
Rondae Hollis-Jefferson,12,None,SF/PF,5800,BKN,WAS,2,105,20,18,99,105,-6,13,12,11,35,30,29,29.4,28.1,18.9,37.3,31,30.9,5.3,27,36,6.2
Rudy Gay,1,None,SF/PF,5800,SAS,@DAL,2,103,24,19,98,106,8,10,11,10,31,29,24,31.1,25.5,18.2,32.8,24,22.7,3.9,26.6,35.8,6.2
Dario Saric,4,None,PF/C,5700,PHI,@MIN,1,105,18,12,98,108,-8,17,14,11,31,32,29,33,26,16.5,35.5,32,27.7,4.9,39.9,30.5,5.4
Courtney Lee,5,None,SG/SF,5700,NYK,LAL,1,107,16,15,105,103,5,10,12,10,26,31,32,26.4,25.1,16.9,33.4,33.5,26.4,4.6,40.1,23.3,4.1
Pau Gasol,2,None,PF/C,5700,SAS,@DAL,2,103,20,21,98,106,3,10,9,9,23,27,26,27.7,29.6,21,38.1,25,27.1,4.8,22.4,13.8,2.4
Caris LeVert,4,None,SG/SF,5600,BKN,WAS,2,105,21,13,99,105,2,10,11,10,31,28,27,30.8,24.5,16.3,32.7,30.5,27.1,4.8,28.7,31.3,5.6
Buddy Hield,7,None,SG/SF,5600,SAC,PHO,1,108,24,17,105,110,1,13,12,11,31,28,24,28.8,23.5,13.3,33.8,26.5,25.2,4.5,25.1,17.5,3.1
Jamal Murray,NA,None,PG/SG,5500,DEN,@DET,1,102,24,14,98,105,-4,7,11,12,22,26,27,25.6,22.6,11.7,33.6,27.5,23.1,4.2,31.9,40.5,7.4
Kentavious Caldwell-Pope,7,None,SG,5500,LAL,@NYK,2,105,17,12,99,105,-1,12,16,12,35,37,35,30.6,28.1,20.2,36.1,34.5,26.1,4.7,38.4,41,7.5
DeMarre Carroll,5,None,SF/PF,5500,BKN,WAS,2,105,19,14,99,105,-6,11,11,11,29,30,30,25.1,28.3,20.8,35.7,31,27.8,5.1,28.6,29,5.3
Taurean Prince,8,None,SG/SF,5400,ATL,@CLE,1,102,19,12,99,108,3,10,10,11,36,33,31,26.8,26,17.3,34.6,32.5,25.9,4.8,29.9,41.8,7.7
J.J. Redick,9,None,SG/SF,5400,PHI,@MIN,1,105,20,14,98,108,-2,14,13,13,36,35,34,29.9,27.7,19.3,36.1,34,26.9,5,35,33,6.1
Kent Bazemore,11,None,SG/SF,5300,ATL,@CLE,1,102,21,14,99,108,4,9,8,10,28,30,29,25.8,27.7,18.9,36.5,28.5,25.2,4.8,27.8,47,8.9
Willie Cauley-Stein,2,P,PF/C,5300,SAC,PHO,1,108,20,17,105,110,2,10,10,9,24,27,25,32.6,24.8,14.3,35.3,26.5,27,5.1,29.5,23.5,4.4
Kyle Kuzma,3,None,SF/PF,5300,LAL,@NYK,2,105,20,15,99,105,-9,9,11,13,25,25,30,27.4,28.1,18.7,37.5,26.5,23.4,4.4,29.6,33.5,6.3
Avery Bradley,3,None,PG/SG,5200,DET,DEN,1,109,23,12,100,108,1,17,13,14,32,32,33,19.3,25.3,17.1,33.6,32.5,25.1,4.8,23.9,7.3,1.4
Kenneth Faried,2,None,PF/C,5200,DEN,@DET,1,102,16,19,98,105,3,8,8,5,31,28,16,27.7,15.8,3.6,27.9,28.5,26.5,5.1,0,0,0
Marcin Gortat,11,None,C,5200,WAS,@BKN,2,109,15,15,104,107,7,6,6,7,24,25,29,26.4,25.5,16.2,34.7,29.5,27.3,5.3,18.1,20.3,3.9
Ersan Ilyasova,14,None,SF/PF,5200,ATL,@CLE,1,102,16,16,99,108,1,10,9,8,29,26,24,28.4,21.4,11,31.8,29,25.8,5,22.6,14.5,2.8
Markieff Morris,4,None,SF/PF,5100,WAS,@BKN,2,109,20,11,104,107,7,8,10,9,24,26,23,24.1,19.4,9.8,29,26.5,24.2,4.7,18.9,6.8,1.3
J.J. Barea,10,None,PG/SG,5100,DAL,SAS,1,97,27,18,96,101,-9,9,9,10,25,24,23,28.4,25.1,17.8,32.3,25.5,26.1,5.1,24.9,33,6.5
Greg Monroe,NA,D,PF/C,5000,PHO,@SAC,2,104,22,19,97,109,4,7,7,8,25,24,21,28.6,23.7,12.3,35.1,0,0,0,0,0,0
Danny Green,NA,None,SG/SF,4900,SAS,@DAL,2,103,16,12,98,106,-4,7,7,9,24,28,29,20.6,22.6,12.5,32.7,28,19.6,4,23.9,11.8,2.4
Jordan Clarkson,9,None,PG/SG,4900,LAL,@NYK,2,105,27,19,99,105,7,12,13,12,21,25,23,25.9,24.3,14.4,34.2,24,23.5,4.8,20.3,24,4.9
Julius Randle,10,None,PF/C,4800,LAL,@NYK,2,105,23,17,99,105,-9,11,9,9,28,25,22,25.2,24.9,17.4,32.3,26,25.8,5.4,27.5,21.5,4.5
Larry Nance Jr.,1,None,SF/PF,4700,LAL,@NYK,2,105,15,18,99,105,-9,7,6,7,19,23,24,20.1,23.7,13.8,33.5,23,20.4,4.3,25.5,17.8,3.8
Kelly Oubre Jr.,2,None,SG/SF,4700,WAS,@BKN,2,109,18,13,104,107,-5,7,8,9,21,24,27,18,22.3,12.4,32.1,23,18,3.8,30.3,26.3,5.6
De'Aaron Fox,4,None,PG,4700,SAC,PHO,1,108,23,10,105,110,17,11,9,11,30,27,27,19.6,21.7,14.5,28.8,27,23.3,5,21.2,12,2.6
Dirk Nowitzki,2,None,PF/C,4600,DAL,SAS,1,97,19,15,96,101,-11,9,9,10,27,25,25,23.8,23.1,15.9,30.2,25.5,22.4,4.9,26.7,11.5,2.5
Mason Plumlee,2,None,PF/C,4500,DEN,@DET,1,102,17,15,98,105,-3,5,5,5,19,22,18,21.1,17.8,10.8,24.8,21,19.4,4.3,29,32.3,7.2
Wesley Matthews,10,None,SG/SF,4500,DAL,SAS,1,97,16,11,96,101,-7,16,11,11,38,35,35,22.9,23.3,12.8,33.8,34,22.4,5,35.3,28.8,6.4
Jarrett Jack,9,None,PG,4500,NYK,LAL,1,107,16,11,105,103,9,9,7,6,27,25,26,22.4,19.9,12.1,27.6,27,23,5.1,26.1,24.5,5.4
Alex Len,3,None,PF/C,4500,PHO,@SAC,2,104,16,18,97,109,4,7,7,6,19,19,22,21.4,23.5,13.6,33.4,21.5,23,5.1,18.6,25,5.6
Tyson Chandler,7,None,C,4500,PHO,@SAC,2,104,11,16,97,109,4,4,5,5,31,27,26,25.6,22.8,14,31.5,25,23.5,5.2,29.4,25,5.6
Brook Lopez,4,None,C,4400,LAL,@NYK,2,105,24,17,99,105,-7,10,9,11,19,20,23,21.3,25.6,13.7,37.5,19,19.5,4.4,23.4,24.5,5.6
Jeff Green,8,None,SF/PF,4400,CLE,ATL,2,114,19,17,100,108,17,8,8,8,27,26,22,22.4,19,9.7,28.2,24,20.6,4.7,25.6,21.8,5
Wilson Chandler,12,None,SF/PF,4400,DEN,@DET,1,102,15,10,98,105,13,11,9,8,32,28,30,19.4,20,11.2,28.8,29.5,23,5.2,27.1,25,5.7
Allen Crabbe,3,None,SG/SF,4400,BKN,WAS,2,105,18,12,99,105,2,13,11,10,32,29,28,19.4,22.1,13.2,30.9,30.5,22.8,5.2,31.3,28.8,6.5
Emmanuel Mudiay,1,None,PG,4400,DEN,@DET,1,102,25,12,98,105,-4,10,9,9,23,21,22,20.1,19.7,9.3,30.2,17.5,15.7,3.6,14.7,4.5,1
Mike Scott,1,None,PF,4400,WAS,@BKN,2,109,18,15,104,107,7,7,6,6,20,18,18,17.3,14.8,6.3,23.4,17,14,3.2,14.6,15.8,3.6
Trevor Booker,1,None,PF/C,4300,PHI,@MIN,1,105,21,17,98,108,-8,8,8,9,22,22,23,23.4,24.1,15.1,33,11,10.5,2.4,19.9,31.8,7.4
Trey Lyles,5,None,SF/PF,4300,DEN,@DET,1,102,19,18,98,105,3,12,9,5,24,24,13,25.7,13.3,2.4,24.1,23.5,19.1,4.4,27.2,26,6
Mike James,8,None,PG,4300,PHO,@SAC,2,104,25,15,97,109,-1,13,10,10,22,20,22,20.7,22.5,13.2,31.7,21,21.3,5,19.7,25.8,6
T.J. McConnell,1,None,PG,4300,PHI,@MIN,1,105,15,13,98,108,2,2,6,6,17,25,24,23.7,20.8,9.2,32.5,19,16.2,3.8,26.2,18,4.2
Josh Jackson,4,None,SG/SF,4300,PHO,@SAC,2,104,22,8,97,109,-2,7,7,9,27,24,22,14.5,18,10.6,25.4,27,23.1,5.4,30.3,16.8,3.9
Patty Mills,NA,None,PG,4200,SAS,@DAL,2,103,19,13,98,106,4,9,8,9,26,25,26,22.1,20.3,12.7,27.9,25,18.9,4.5,24.3,18.3,4.4
Jahlil Okafor,1,Q,C,4200,BKN,WAS,2,105,NA,NA,99,105,-2,5,5,5,13,13,13,12.6,12.6,-3.8,29.1,10.5,10.1,2.4,0,0,0
Tyler Ulis,4,None,PG,4200,PHO,@SAC,2,104,20,10,97,109,-1,8,8,8,26,27,24,17.7,18.4,10.6,26.2,28.5,23,5.5,31.8,19.8,4.7
Marquese Chriss,2,None,PF/C,4100,PHO,@SAC,2,104,15,11,97,109,10,9,5,6,25,21,20,16.8,17.3,8.8,25.8,24,20.8,5.1,23,21.5,5.2
Marco Belinelli,3,None,SG,4100,ATL,@CLE,1,102,20,15,99,108,4,9,9,10,24,24,26,18.6,22.1,14.2,30,24.5,19.6,4.8,20.2,12,2.9
Tony Parker,2,None,PG,4000,SAS,@DAL,2,103,NA,NA,98,106,4,9,7,7,20,19,18,20.4,19,12.5,25.5,21.5,18.8,4.7,23.7,18.3,4.6
George Hill,2,None,PG/SG,4000,SAC,PHO,1,108,16,13,105,110,17,9,6,7,24,23,26,16.8,18.5,10.4,26.6,23,18.5,4.6,28,36.8,9.2
Frank Mason III,6,None,PG/SG,3900,SAC,PHO,1,108,24,14,105,110,17,10,8,7,25,22,19,18.6,16.1,8.7,23.5,22.5,20.3,5.2,26.8,20.5,5.3
Troy Daniels,NA,None,SG,3900,PHO,@SAC,2,104,15,10,97,109,-4,7,6,5,26,18,16,11.9,9.7,2.2,17.2,26,17.4,4.5,27.9,16.5,4.2
J.R. Smith,5,None,SG/SF,3900,CLE,ATL,2,114,13,8,100,108,-9,9,7,8,28,30,31,20.9,17.9,10.6,25.2,33.5,20.6,5.3,25.8,22.3,5.7
Dejounte Murray,NA,None,PG,3900,SAS,@DAL,2,103,21,13,98,106,4,6,5,6,13,15,19,16,17.2,4.3,30.1,0,0,0,4.7,2.5,0.6
Kyle O'Quinn,1,None,PF/C,3900,NYK,LAL,1,107,18,18,105,103,2,4,4,5,15,14,16,14.7,18.9,8.4,29.3,14.5,17.9,4.6,13.5,15.8,4.1
Gorgui Dieng,2,None,PF/C,3800,MIN,PHI,1,110,17,16,104,105,4,5,5,5,22,21,17,18.4,15.8,7.3,24.3,22.5,19.4,5.1,18.2,14.8,3.9
Tyler Cavanaugh,7,None,PF,3800,ATL,@CLE,1,102,14,15,99,108,1,7,7,4,22,23,13,20.1,11.4,1.7,21,23.5,20.5,5.4,28.5,25.3,6.7
Bogdan Bogdanovic,4,None,SG/SF,3800,SAC,PHO,1,108,20,13,105,110,1,10,9,8,27,26,24,22.1,18.3,12.9,23.8,25,19.5,5.1,32.8,24.8,6.5
Tomas Satoransky,7,None,PG/SG,3800,WAS,@BKN,2,109,15,15,104,107,-5,7,6,4,25,24,17,19.9,13.4,3.9,22.8,26,20.6,5.4,21.7,18.5,4.9
Richaun Holmes,2,None,PF/C,3800,PHI,@MIN,1,105,17,18,98,108,-8,11,8,5,22,18,15,18.9,14.4,5.4,23.4,18.5,17,4.5,33.1,34.8,9.2
Ish Smith,3,None,PG,3800,DET,DEN,1,109,23,16,100,108,3,10,8,8,25,20,20,15.4,18.5,12,25,19.5,18.6,4.9,23.4,20,5.3
Yogi Ferrell,8,None,PG/SG,3800,DAL,SAS,1,97,15,10,96,101,-9,8,8,8,28,27,28,19.9,17.7,10.6,24.8,31.5,20.8,5.5,35.2,32,8.4
Tristan Thompson,NA,None,PF/C,3800,CLE,ATL,2,114,9,10,100,108,7,1,2,3,17,21,22,11.9,13.8,8.6,18.9,19,14.6,3.8,5.8,0,0
Tim Frazier,NA,None,PG,3700,WAS,@BKN,2,109,15,11,104,107,10,5,4,4,21,22,18,17.2,14.2,7.9,20.6,21.5,16.8,4.5,16.1,12.3,3.3
Stanley Johnson,NA,None,SG/SF,3700,DET,DEN,1,109,13,7,100,108,-4,5,7,7,19,28,29,19.1,17.1,9.5,24.7,20,12.3,3.3,14.3,2.8,0.8
Garrett Temple,1,None,PG/SG,3700,SAC,PHO,1,108,15,9,105,110,1,7,8,7,20,27,26,18.5,16.8,9.5,24.1,19.5,13.6,3.7,15.2,4,1.1
Doug McDermott,1,None,SF/PF,3700,NYK,LAL,1,107,14,12,105,103,-6,11,8,7,29,28,24,20.8,15.4,9,21.9,26.5,16.5,4.5,32.5,11.5,3.1
DeAndre' Bembry,NA,None,SG/SF,3700,ATL,@CLE,1,102,20,5,99,108,3,5,8,6,19,23,18,16.9,12.9,3.9,21.9,22.5,17,4.6,21.5,19.8,5.4
Manu Ginobili,NA,P,SG/SF,3700,SAS,@DAL,2,103,21,10,98,106,-4,7,7,7,25,25,21,20.3,16.8,9.2,24.3,19.5,14.9,4,26.9,10.8,2.9
Kyle Korver,2,None,SG/SF,3700,CLE,ATL,2,114,16,15,100,108,-9,7,7,8,25,26,23,17.7,17.8,10.2,25.4,25.5,18.9,5.1,23,23.8,6.4
Jae Crowder,4,None,SF/PF,3700,CLE,ATL,2,114,15,9,100,108,8,8,7,7,29,25,26,15.7,15.9,8,23.7,25,17.7,4.8,26.7,17.8,4.8
Dwight Powell,1,None,PF/C,3700,DAL,SAS,1,97,15,16,96,101,-11,6,5,5,22,20,18,18.1,16.5,9.6,23.5,18,15.7,4.2,17.4,30,8.1
Jared Dudley,NA,None,PF,3700,PHO,@SAC,2,104,12,13,97,109,-2,5,4,3,17,18,15,13,12.4,2.2,22.5,16.5,12.3,3.3,0,0,0
Michael Beasley,NA,None,SF/PF,3700,NYK,LAL,1,107,26,13,105,103,-6,4,9,7,12,17,15,16.4,13.8,4.1,23.6,14,14.5,3.9,22.4,23.8,6.4
Joe Harris,NA,None,SG/SF,3700,BKN,WAS,2,105,16,13,99,105,2,7,8,8,29,28,24,18,18.1,11.2,25.1,23,15.8,4.3,27,12,3.2
Luke Babbitt,NA,None,SF/PF,3700,ATL,@CLE,1,102,14,12,99,108,3,3,4,6,18,17,19,12.8,13.6,4.8,22.4,17.5,11.7,3.2,21.6,15.3,4.1
Bryn Forbes,NA,None,PG/SG,3600,SAS,@DAL,2,103,16,10,98,106,-4,8,7,6,36,29,18,13.2,10.6,2.7,18.5,17.5,9.8,2.7,21,13.8,3.8
Anthony Tolliver,NA,None,SF/PF,3600,DET,DEN,1,109,15,12,100,108,3,9,6,5,25,22,19,11.4,13.7,7.6,19.8,20.5,15.5,4.3,13.9,9.8,2.7
Nik Stauskas,NA,Q,PG/SG,3600,BKN,WAS,2,105,NA,NA,99,105,2,1,1,1,8,7,8,2.3,2.1,-0.3,4.5,0,0,0,0,0,0
Frank Ntilikina,1,None,PG/SG,3600,NYK,LAL,1,107,20,7,105,103,9,7,7,6,24,22,20,17.5,15.6,7.9,23.3,22.5,17.7,4.9,28.6,29.8,8.3
Malik Beasley,NA,None,SG,3600,DEN,@DET,1,102,17,10,98,105,-11,7,5,3,23,16,10,12.2,7.1,1.2,12.9,17.5,12.1,3.4,24,12.5,3.5
Brandon Paul,NA,None,SG,3600,SAS,@DAL,2,103,14,11,98,106,-4,4,4,3,18,15,12,11.1,8.1,-1.6,17.9,0,0,0,3.5,-0.5,-0.1
Jamal Crawford,1,None,SG,3600,MIN,PHI,1,110,25,14,104,105,4,10,10,8,18,19,18,15.8,15.4,7.8,22.9,18.5,14.9,4.1,20.5,12,3.3
Maxi Kleber,2,None,PF,3600,DAL,SAS,1,97,12,14,96,101,-11,8,6,4,29,26,17,20.2,11.9,3.1,20.7,27.5,18.1,5,30.3,10.5,2.9
Amir Johnson,NA,None,PF/C,3600,PHI,@MIN,1,105,14,15,98,108,-8,4,3,4,23,17,16,15.8,15.9,6.9,24.8,12,11.1,3.1,12.7,3.5,1
Devin Harris,2,None,PG/SG,3500,DAL,SAS,1,97,21,14,96,101,-9,6,6,7,20,20,19,16.5,16.6,9.7,23.4,21,17.1,4.9,19.4,19.3,5.5
Tyler Zeller,NA,None,C,3500,BKN,WAS,2,105,16,17,99,105,-2,8,6,6,21,21,19,20.8,17.2,11.1,23.3,20,16.8,4.8,22.8,24.5,7
Shabazz Muhammad,NA,None,SG/SF,3500,MIN,PHI,1,110,17,9,104,105,4,1,2,4,4,7,11,5.8,7.3,1.6,12.9,0,0,0,0,0,0
Davis Bertans,NA,None,SF/PF,3500,SAS,@DAL,2,103,18,14,98,106,8,8,8,3,21,21,9,20.4,8.3,-0.7,17.2,14,9.1,2.6,3.7,0,0
Tyus Jones,NA,None,PG/SG,3500,MIN,PHI,1,110,12,13,104,105,5,2,2,3,11,13,17,7.8,12.6,1.7,23.4,13.5,10.1,2.9,15.2,13.3,3.8
Juancho Hernangomez,NA,None,SF/PF,3500,DEN,@DET,1,102,12,11,98,105,3,3,4,4,8,18,14,11.3,9.5,2,17,0,0,0,3,2.3,0.7
Jerryd Bayless,NA,None,PG/SG,3500,PHI,@MIN,1,105,15,8,98,108,2,7,7,8,22,24,27,13.9,16.6,9.8,23.3,25,15.2,4.3,14.7,9,2.6
Guillermo Hernangomez,NA,None,PF/C,3500,NYK,LAL,1,107,NA,NA,105,103,2,8,6,4,13,16,11,20.9,12.3,3.7,21,0,0,0,0,0,0
Miles Plumlee,NA,None,C,3500,ATL,@CLE,1,102,NA,NA,99,108,1,5,4,3,16,17,14,15.4,11.1,2.8,19.4,13,10,2.9,14.6,6,1.7
Skal Labissiere,NA,None,PF/C,3400,SAC,PHO,1,108,22,14,105,110,14,4,6,7,9,15,17,14.1,15.5,7.9,23,14,13.2,3.9,13.3,13.5,4
Jarrett Allen,NA,None,PF/C,3400,BKN,WAS,2,105,12,15,99,105,-2,3,4,4,20,19,16,17.1,13.4,7.2,19.7,19,15.6,4.6,20.4,17.5,5.1
Damyean Dotson,NA,None,SG/SF,3400,NYK,LAL,1,107,13,10,105,103,5,3,4,3,10,16,9,9,5.8,-1.6,13.1,0,0,0,0,0,0
Ivica Zubac,NA,None,C,3400,LAL,@NYK,2,105,NA,NA,99,105,-7,0,1,1,2,2,2,1.4,1.3,-0.5,3.2,0,0,0,0,0,0
Dragan Bender,NA,None,SF/PF,3400,PHO,@SAC,2,104,12,7,97,109,10,3,3,5,19,19,21,9.2,13,6.6,19.4,0,0,0,20.9,18.8,5.5
Malcolm Delaney,NA,None,PG/SG,3400,ATL,@CLE,1,102,15,8,99,108,3,2,3,5,6,15,19,6.8,11.8,5.5,18,0,0,0,5.3,3.5,1
Jodie Meeks,NA,None,SG,3300,WAS,@BKN,2,109,18,11,104,107,5,4,6,6,11,17,17,11.8,11,4.7,17.3,13,9.2,2.8,26.2,25.5,7.7
Kosta Koufos,NA,None,C,3300,SAC,PHO,1,108,12,14,105,110,2,4,4,4,16,14,18,11.9,15.4,7.1,23.8,15.5,13,3.9,20.4,22.5,6.8
Channing Frye,NA,None,PF/C,3300,CLE,ATL,2,114,13,12,100,108,8,4,4,4,14,17,13,8.8,9.7,2.9,16.5,13.5,11.6,3.5,15.2,12.8,3.9
Justin Jackson,NA,None,SG/SF,3300,SAC,PHO,1,108,16,7,105,110,6,5,7,7,20,20,20,10.6,10.6,4.6,16.5,0,0,0,0,0,0
Ron Baker,NA,None,PG/SG,3300,NYK,LAL,1,107,NA,NA,105,103,5,4,2,2,27,14,15,10.3,11,3.7,18.2,15,10.2,3.1,11.4,5.5,1.7
Isaiah Taylor,NA,None,PG,3200,ATL,@CLE,1,102,18,11,99,108,3,6,6,5,15,16,17,12.6,12.6,5.5,19.7,15,10.7,3.3,18.1,17.5,5.5
Timothe Luwawu-Cabarrot,NA,None,SG/SF,3200,PHI,@MIN,1,105,18,7,98,108,7,6,5,6,21,19,17,7.3,10.8,5.9,15.8,16,10.1,3.2,3.8,5.8,1.8
Lance Thomas,NA,None,SF/PF,3200,NYK,LAL,1,107,13,6,105,103,-6,3,5,4,24,23,17,11.1,8.6,3.6,13.6,24.5,14.2,4.4,23.6,10.8,3.4
Jason Smith,NA,None,PF/C,3200,WAS,@BKN,2,109,NA,NA,104,107,7,3,2,3,6,7,9,4.5,5.8,1.9,9.7,14,12.1,3.8,28,18.8,5.9
Luke Kennard,NA,None,SG,3200,DET,DEN,1,109,18,10,100,108,1,6,6,6,20,17,17,9.6,11.7,4.4,18.9,16.5,11.6,3.6,13.4,3.5,1.1
Quincy Acy,NA,None,PF/C,3100,BKN,WAS,2,105,15,6,99,105,-6,6,5,5,18,18,18,10.8,12.4,7.9,17,0,0,0,17.1,5,1.6
Salah Mejri,NA,None,C,3100,DAL,SAS,1,97,10,19,96,101,-4,0,1,2,5,8,12,5.6,12.1,2.6,21.6,10.5,9.3,3,9,5.8,1.9
Ramon Sessions,NA,None,PG,3100,NYK,LAL,1,107,NA,NA,105,103,9,5,5,5,9,12,15,8.9,11.4,2.7,20.1,0,0,0,0,0,0
Langston Galloway,NA,None,PG/SG,3100,DET,DEN,1,109,18,13,100,108,1,4,5,5,10,10,13,6.9,10.5,3.8,17.1,0,0,0,22,23,7.4
Jose Calderon,2,None,PG,3000,CLE,ATL,2,114,10,7,100,108,3,5,4,2,25,21,16,10.7,8,1,14.9,23,13.7,4.6,31.6,25.3,8.4
Eric Moreland,NA,P,PF/C,3000,DET,DEN,1,109,8,11,100,108,3,1,1,1,11,10,11,6.8,7.9,1.4,14.5,0,0,0,4.5,2.5,0.8
Andrew Bogut,NA,None,C,3000,LAL,@NYK,2,105,NA,NA,99,105,-7,2,1,1,8,6,8,5.1,7.5,1,14,0,0,0,0,0,0
Timofey Mozgov,NA,None,C,3000,BKN,WAS,2,105,14,11,99,105,-2,2,2,3,7,10,14,8.2,10.8,4.8,16.8,0,0,0,4.8,2.3,0.8
Vince Carter,NA,None,SG/SF,3000,SAC,PHO,1,108,13,6,105,110,1,4,3,3,20,16,13,8.8,7.4,2,12.9,10.5,7,2.3,0,0,0
Chris McCullough,NA,None,PF/C,3000,WAS,@BKN,2,109,NA,NA,104,107,7,4,3,4,6,8,8,6.8,7.2,3.3,11.1,0,0,0,0,0,0
Corey Brewer,NA,None,SG/SF,3000,LAL,@NYK,2,105,11,8,99,105,4,1,1,2,3,8,12,2.4,7,1.2,12.7,0,0,0,9,0.8,0.3
Malachi Richardson,NA,None,SG/SF,3000,SAC,PHO,1,108,NA,NA,105,110,1,1,3,4,5,11,12,4.4,7,2.4,11.6,0,0,0,0,0,0
Matt Costello,NA,None,PF,3000,SAS,@DAL,2,103,NA,NA,98,106,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgios Papagiannis,NA,None,C,3000,SAC,PHO,1,108,NA,NA,105,110,2,4,2,2,10,7,7,6.5,6.5,2.2,10.8,0,0,0,0,0,0
Josh Magette,NA,None,PG,3000,ATL,@CLE,1,102,NA,NA,99,108,3,3,2,2,15,10,8,8.1,6.2,-0.3,12.7,0,0,0,0,0,0
Joffrey Lauvergne,NA,None,PF/C,3000,SAS,@DAL,2,103,NA,NA,98,106,3,7,3,4,18,11,11,8.8,9.6,3.2,16.1,0,0,0,5.5,5.3,1.8
Antonius Cleveland,NA,None,SG,3000,DAL,SAS,1,97,NA,NA,96,101,-7,3,2,1,13,7,6,5.5,4.2,-0.4,8.8,10,5.4,1.8,7.1,3.5,1.2
Luol Deng,NA,None,SF/PF,3000,LAL,@NYK,2,105,NA,NA,99,105,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Caruso,NA,None,PG/SG,3000,LAL,@NYK,2,105,NA,NA,99,105,-1,1,1,1,10,10,10,4.8,4.8,3.3,6.2,0,0,0,0,0,0
Jacob Wiley,NA,None,PG,3000,BKN,WAS,2,105,NA,NA,99,105,-6,0,1,1,1,6,6,4.2,3.9,-3.1,10.9,0,0,0,0,0,0
Cedi Osman,NA,None,SG/SF,3000,CLE,ATL,2,114,NA,NA,100,108,17,2,1,1,13,8,6,4,4.1,-0.7,8.8,0,0,0,17.6,12,4
Tyler Ennis,NA,None,PG/SG,3000,LAL,@NYK,2,105,NA,NA,99,105,7,2,1,2,5,5,6,3.8,4.4,-1,9.8,0,0,0,0,0,0
Tyler Dorsey,NA,None,PG/SG,3000,ATL,@CLE,1,102,NA,NA,99,108,4,4,3,2,8,8,6,6.3,4.2,-0.3,8.7,0,0,0,2.7,0,0
Aaron Brooks,NA,None,PG/SG,3000,MIN,PHI,1,110,NA,NA,104,105,5,3,2,2,8,8,5,5,4.3,1.3,7.4,0,0,0,0,0,0
Darrun Hilliard,NA,None,SG/SF,3000,SAS,@DAL,2,103,NA,NA,98,106,-4,3,2,2,14,10,10,3.8,3.8,0.4,7.3,0,0,0,0,0,0
Jeff Withey,NA,None,C,3000,DAL,SAS,1,97,NA,NA,96,101,-4,2,2,2,5,4,5,3.9,3.8,0.9,6.7,0,0,0,0,0,0
